0,1
4.2925615,3.0084667
5.719315,4.2295246
6.2183986,7.204297
1.1425788,6.022885
9.697316,5.789519
6.887798,5.139168
8.248257,5.0149307
3.9510264,6.096299
7.5977125,4.303155
4.3508215,4.7072563
3.7600787,0.5952258
5.9437714,3.4697843
8.94759,4.776301
6.9192777,4.7888274
7.968319,5.496878
10.144194,6.4270205
6.773536,5.4131837
4.9346623,2.6927092
9.394929,4.5924435
6.224796,7.6494594
10.514325,4.327803
3.2779336,5.9435263
7.5420713,5.353286
8.212304,5.817271
3.5264082,6.2574353
7.257756,4.7763643
10.265373,4.2006974
8.991906,5.723386
8.949238,5.1224465
9.439721,2.712879
2.948777,6.120211
3.6518533,4.346939
8.999049,6.152828
4.2242603,1.5838398
3.2793124,3.9956696
9.2883215,2.5458972
3.2063682,0.38176823
10.601778,6.109008
5.9806414,4.737329
5.8391256,4.5669293
4.2987304,0.82378453
4.1952696,3.0374243
10.797167,5.9025702
3.436149,4.6425257
7.0757723,4.7694345
9.367194,4.6885824
7.1972766,5.0926886
10.173229,4.173318
3.838604,1.5687766
2.1906412,3.179762
2.8923912,2.001302
1.7182385,2.9985504
4.075244,5.882775
6.6013546,2.2986634
3.1869256,3.2302768
3.1934493,3.699419
3.9537237,1.7609917
3.0356092,2.704772
3.3484018,6.591876
5.242311,1.4771633
10.82276,4.2710457
3.5702,3.400612
8.611092,2.1808746
3.934776,3.2390833
3.7312665,1.4134699
8.716508,6.0198317
3.6532087,4.232093
1.7633218,2.7718554
2.7723265,3.8175404
2.75932,2.2713344
5.00071,1.6281433
10.578769,6.4372315
3.2770133,0.3847451
8.067562,5.099862
4.627636,1.073024
8.43346,5.276065
10.165967,6.735838
3.2600846,5.1784906
3.0567846,4.243259
10.648738,4.6679587
5.1381326,2.3173285
3.2644649,8.077318
4.536017,1.1150289
5.6459794,6.6702256
1.7108984,2.8935342
10.436897,6.011393
9.231361,4.55471
3.7750347,4.105303
5.675516,7.3687663
2.0234485,2.707627
8.797312,6.2707257
9.385351,3.4943488
7.158764,1.7743545
7.7584987,2.565564
1.5907398,6.4144588
9.220563,2.8728306
9.965966,5.745694
10.0639305,6.203637
3.3288825,5.9728885
6.911557,4.271135
10.11813,6.128395
5.450135,3.734288
7.7529626,2.1032932
3.5841982,5.7204447
8.689166,4.937243
2.8264797,2.4945965
3.6336854,5.3976455
4.8459415,1.4811938
9.673817,2.8954349
4.020309,4.3531184
6.164892,4.814887
6.4194226,7.5333114
5.1177974,0.95818603
5.0444856,4.0104146
2.3575842,4.151491
3.4630873,8.678304
9.130752,6.2340965
2.5172625,3.7042308
4.4234476,6.7779226
4.005179,5.2468457
8.301455,6.160466
2.9081762,6.8516297
9.5982065,6.0611153
5.2766595,0.80275613
6.5784726,4.589725
2.533471,2.4856687
3.9587042,4.9809885
9.703952,2.3445113
4.069756,4.3847427
5.809984,3.4576573
2.3326294,2.64796
1.0835239,6.177083
4.388427,7.6083636
11.005163,4.5161824
5.253571,7.223309
3.692005,1.627583
6.3535414,7.5569906
9.859018,2.3943837
1.084052,6.064677
9.038582,5.1649117
3.060955,8.989702
3.0377429,6.0091515
0.95182383,5.9764857
5.142421,4.94249
9.038248,4.145997
7.5528564,2.3302228
3.4492738,0.34828398
4.451045,6.416148
3.1570246,1.1687534
6.1333375,7.4118576
10.625867,3.7389734
5.341576,4.037866
9.695423,3.0010293
8.13097,3.534475
6.165918,4.2811575
8.957371,4.9000754
2.5864732,8.632027
10.230576,6.279157
9.067981,5.3014026
1.9148104,6.504367
9.143211,4.999962
3.1308167,3.003902
7.170487,4.1269884
8.6319,5.051715
3.0329573,8.208364
2.3451276,6.700296
3.9388611,5.49037
3.1721308,8.373088
9.463787,5.48674
9.825945,4.1631956
2.8556283,7.4575562
4.435506,5.659105
9.22209,4.2363334
5.2642384,1.575872
2.362359,6.308545
2.8481526,3.4657137
7.1738205,5.907694
4.921451,1.3222412
8.267945,3.9094982
2.291844,6.6348977
3.7321985,1.6142676
3.5730026,8.419339
8.957632,2.4613304
6.6834207,5.9027457
9.080748,6.4408183
7.478026,1.6589758
9.761071,3.9452176
5.6774154,3.645868
7.6336513,4.472824
4.1864543,2.26531
2.6550863,8.782481
6.9100747,3.9451299
5.619999,3.7283573
8.553402,6.1466336
8.403261,3.404989
3.9633515,6.105051
6.2398763,3.3400922
2.5652077,7.5362387
8.259184,3.1818457
7.844537,4.2992687
10.765877,6.1195874
10.802683,4.1035767
6.2380095,3.179
5.7969007,2.0955591
5.1345882,0.652184
2.7197013,8.704405
2.7410939,1.5839047
10.108394,4.2749925
2.1886039,6.8009086
3.3051102,8.8142805
6.5414147,3.8493845
5.6103063,3.1691492
6.2513194,3.9747758
5.2229095,4.419393
10.368184,4.4115343
3.2020926,7.633877
3.170196,9.000932
8.036588,1.9804897
9.498937,4.099211
3.2512197,9.010474
10.318772,5.522616
2.714521,3.154633
2.7679245,8.61797
6.687209,2.2090824
4.0266557,0.4621255
8.750328,2.4196165
10.246488,6.315535
3.6495275,0.83653104
3.5969505,2.7349913
2.7692776,1.6895226
5.59273,4.128939
5.2418914,6.8774576
4.8071084,6.946657
7.6272144,1.5862536
9.457585,2.7562125
9.757063,6.7446027
2.9689581,2.7107985
4.158657,2.0040016
7.3039055,2.1660194
8.054045,2.4966764
6.6177645,7.4264183
10.489025,5.8911366
5.310273,5.097648
6.421191,2.2912714
8.398413,2.811422
3.9523096,0.6915829
2.723063,4.3641086
7.9450326,2.4034576
7.383109,3.977206
2.5540886,2.1506157
2.2116609,2.4479845
4.429589,0.6628227
9.326312,2.5344536
5.01917,1.4007204
9.874201,6.2720904
5.197234,3.1719887
7.589211,2.0270889
6.1379023,2.5369365
2.5113685,6.9157286
10.140057,2.8198373
3.103014,0.7468674
5.484326,4.4935064
5.055706,1.0967277
4.3891416,5.8941226
10.854265,5.5482397
2.9040587,1.5299653
2.9014194,3.0247173
4.762362,1.9003319
4.7516775,5.874986
10.239749,4.7386465
7.833818,6.048104
7.720623,2.5842335
8.634103,4.6013565
5.17043,1.7744877
2.831926,9.028678
3.1524272,4.6748962
9.7957535,6.9151444
8.474337,6.2981515
9.488737,2.7513351
7.9768553,5.940237
3.1582146,0.55522406
4.804859,4.209689
3.3584888,7.837229
6.674428,6.0566735
3.2741468,5.383586
4.447807,2.9006855
2.5577006,6.174688
6.2420135,4.502577
4.7661457,2.8961277
4.3134575,3.0724247
1.328501,6.3441854
2.8252265,6.3595552
5.236032,6.0817943
4.9741488,0.7422218
4.6433825,7.3002305
3.3197043,8.187499
2.077966,6.9565606
1.983594,3.5093238
5.4682803,7.618502
0.94517916,6.0097833
2.0623243,6.5965714
3.0610926,9.153694
4.8400664,2.803142
5.4031925,6.9384236
4.918342,6.63185
5.1082954,6.6175036
9.778551,2.4926522
7.9781384,2.2230208
4.4862456,6.968141
6.065937,4.4250956
3.9707637,5.566172
